#PPI	ID_b	Sym_b	LocID_b	ID_p	Sym_p	LocID_p	Y2H	Exp	Hs	Dm	Ce	Sc	GO	Qcount
754	1469	RFC5	5985	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40	GIOT:12|GIOT:22|GIOT:13|GIOT:31				3
755	1474	RGS2	5997	371	DDR1	780	LacZ4	Bdg:neg	HPRD:22|Y2H:40	GIOT:22|GIOT:31				3
756	1474	RGS2	5997	793	HSPA8	3312	SD4		HPRD:22|Y2H:40	GIOT:22|GIOT:31	WI5:22|WI5:13			3
757	1482	RNF10	9921	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:31				3
758	1482	RNF10	9921	1580	SETDB1	9869	LacZ4		Y2H:40	GIOT:31				3
759	1482	RNF10	9921	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
760	1489	RNUT1	10073	1267	PEX5	5830	LacZ4			GIOT:22	WI5:13			3
761	1493	RPA2	6118	323	COPS6	10980	LacZ4	Memb:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
762	1493	RPA2	6118	408	DKFZP564O0523	84060	LacZ4	Memb:neg	Y2H:40	GIOT:31				3
763	1495	RPL12	6136	1819	TUBA1	22142	LacZ4			GIOT:22	WI5:22			3
764	1500	RPL18A	6142	1508	RPL36	25873	SD4			GIOT:13	WI5:13		GO:0005842	3
765	1505	RPL29	6159	288	CHD3	1107	LacZ4			GIOT:22			GO:0017111	3
766	1518	RPLP1	6176	658	G22P1	2547	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:31				3
767	1523	RPS10	6204	1271	PFN2	5217	LacZ4		Y2H:40		WI5:22|WI5:31			3
768	1526	RPS21	6227	928	LAMR1	3921	LacZ4			GIOT:13	WI5:11			3
769	1527	RPS25	6230	729	HAP1	9001	LacZ4			GIOT:22		MIPS:22		3
770	1530	RPS28	6234	477	EEF1G	1937	LacZ4			GIOT:22|GIOT:13		MIPS:22		3
771	1542	RUTBC1	9905	981	LOC56902	56902	LacZ4		Y2H:40	GIOT:21				3
772	1542	RUTBC1	9905	1101	MPP1	4354	LacZ4		Y2H:40	GIOT:31				3
773	1542	RUTBC1	9905	1780	TOCA1	54874	LacZ4			GIOT:21		MIPS:31		3
774	1551	S100A8	6279	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:30|Y2H:40		WI5:31			3
775	1551	S100A8	6279	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
776	1552	SAFB	6294	286	CHD3	1107	LacZ4		HPRD:13				GO:0006325	3
777	1555	SAS10	57050	1409	PTN	5764	LacZ4		Y2H:40			MIPS:31		3
778	1555	SAS10	57050	1904	ZHX1	11244	LacZ4		Y2H:40			MIPS:21|MIPS:31		3
779	1557	SAT	6303	71	APLP1	333	LacZ4		HPRD:22|Y2H:30|Y2H:40	GIOT:31				3
780	1557	SAT	6303	284	CGI-125	51003	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
781	1557	SAT	6303	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
782	1557	SAT	6303	517	EPHB6	2051	LacZ4		Y2H:40	GIOT:22				3
783	1557	SAT	6303	869	KCNA	3739	LacZ4		Y2H:40	GIOT:31				3
784	1557	SAT	6303	1144	MYST2	11143	LacZ4	Memb:pos	Y2H:40				GO:0008080	3
785	1557	SAT	6303	1409	PTN	5764	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
786	1557	SAT	6303	1567	SDCCAG16	10813	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
787	1557	SAT	6303	1580	SETDB1	9869	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
788	1557	SAT	6303	1822	TUBB	7280	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31				3
789	1557	SAT	6303	1904	ZHX1	11244	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
790	1574	SEPHS1	22929	174	C14orf1	11161	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
791	1574	SEPHS1	22929	341	CRMP1	1400	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
792	1578	SERPINB9	5272	174	C14orf1	11161	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
793	1578	SERPINB9	5272	323	COPS6	10980	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
794	1578	SERPINB9	5272	639	FNBP3	55660	LacZ4		Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
795	1578	SERPINB9	5272	658	G22P1	2547	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
796	1578	SERPINB9	5272	1053	MDS025	60492	LacZ4		Y2H:40	GIOT:22				3
797	1578	SERPINB9	5272	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40	GIOT:22				3
798	1578	SERPINB9	5272	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
799	1578	SERPINB9	5272	1904	ZHX1	11244	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
800	1584	SFPQ	6421	1832	UBC	7316	LacZ4			GIOT:13	WI5:12			3
800	1832	UBC	7316	1584	SFPQ	6421	LacZ4			GIOT:13	WI5:12			3
801	1593	SH3GL1	6455	1596	SH3GL3	6457	LacZ4	PMID:15066995	HPRD:12|Y2H:30|Y2H:40				GO:0006897	3
802	1599	SHPRH	257218	549	FBXW7	55294	LacZ4		Y2H:40				GO:0006512	3
803	1608	SIRT6	51548	1872	VIM	7431	LacZ4		Y2H:40	GIOT:22				3
804	1622	SLC27A6	28965	696	GNB2L1	10399	SD4		Y2H:40	GIOT:13|GIOT:31		MIPS:31		3
805	1631	SMA3	10571	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
806	1631	SMA3	10571	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
807	1635	SMN1	6606	145	BAT3	7917	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:13|GIOT:31				3
808	1635	SMN1	6606	1853	UNC119	9094	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40		WI5:31			3
809	1638	SMT3H1	6612	1872	VIM	7431	LacZ4	Memb:pos		GIOT:22|GIOT:31		MIPS:22		3
810	1639	SMT3H2	6613	1872	VIM	7431	LacZ4		HPRD:22|HPRD:13|Y2H:40	GIOT:22|GIOT:31				3
811	1640	SNAP25	6616	1696	STX11	8676	LacZ4		HPRD:12|HPRD:22|HPRD:13			MIPS:11|MIPS:12|MIPS:22|MIPS:13		3
812	1641	SNAPAP	23557	475	EEF1G	1937	LacZ4		Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
813	1641	SNAPAP	23557	729	HAP1	9001	LacZ4		Y2H:40	GIOT:22				3
814	1641	SNAPAP	23557	812	HTATIP	10524	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
815	1641	SNAPAP	23557	840	IMMT	10989	LacZ4		Y2H:40		WI5:31			3
816	1641	SNAPAP	23557	1144	MYST2	11143	LacZ4		Y2H:40	GIOT:13				3
817	1645	SNRPD2	6633	475	EEF1G	1937	LacZ4		HPRD:22|Y2H:40			MIPS:22		3
818	1646	SNRPF	6636	1386	PSMA3	5684	LacZ4		HPRD:21|HPRD:22			MIPS:13		3
818	1646	SNRPF	6636	1387	PSMA3	5684	LacZ4		HPRD:21|HPRD:22			MIPS:13		3
819	1647	SNRPG	6637	174	C14orf1	11161	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:22				3
820	1647	SNRPG	6637	323	COPS6	10980	LacZ4		HPRD:21|HPRD:22|Y2H:40	GIOT:22				3
821	1647	SNRPG	6637	341	CRMP1	1400	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:22				3
822	1647	SNRPG	6637	897	KIAA1377	57562	LacZ4		Y2H:40	GIOT:22				3
823	1647	SNRPG	6637	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:13				3
824	1649	SNRPN	6638	1476	RIF1	55791	LacZ4		HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:22				3
825	1648	SNRPN	6638	1596	SH3GL3	6457	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:13				3
825	1649	SNRPN	6638	1596	SH3GL3	6457	LacZ4		HPRD:22|Y2H:40	GIOT:22|GIOT:13				3
826	1657	SOCS3	9021	1292	PIN1	5300	LacZ4		HPRD:21|HPRD:22|HPRD:13	GIOT:13				3
827	1669	SPUVE	11098	653	FXR1	8087	LacZ4		Y2H:40	GIOT:22				3
828	1669	SPUVE	11098	952	LOC158345	158345	LacZ4			GIOT:22		MIPS:22		3
829	1673	SRC	6714	874	KHDRBS1	10657	LacZ4		HPRD:11|HPRD:12|HPRD:22|HPRD:13	GIOT:13				3
830	1680	SSR1	6745	466	EEF1A1	1915	LacZ4		Y2H:40		WI5:31			3
831	1680	SSR1	6745	1409	PTN	5764	LacZ4		Y2H:40				GO:0008284	3
832	1690	STMN2	11075	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
833	1694	STUB1	10273	874	KHDRBS1	10657	LacZ4		HPRD:22|HPRD:13	GIOT:13				3
834	1701	STX5A	6811	145	BAT3	7917	LacZ4		HPRD:31|Y2H:30|Y2H:40			MIPS:22		3
835	1701	STX5A	6811	729	HAP1	9001	LacZ4		Y2H:40			MIPS:22		3
836	1701	STX5A	6811	1788	TP53	7157	LacZ4		HPRD:13|HPRD:31|Y2H:40				GO:0006886	3
837	1704	SULT1E1	6783	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40	GIOT:12|GIOT:22|GIOT:31				3
838	1704	SULT1E1	6783	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
839	1704	SULT1E1	6783	1580	SETDB1	9869	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
840	1707	Supt5h	20924	897	KIAA1377	57562	LacZ4		Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
841	1707	Supt5h	20924	1514	RPL8	6132	LacZ4	Bdg:pos	Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
842	1723	TAF9	6880	408	DKFZP564O0523	84060	LacZ4		Y2H:40			MIPS:31		3
843	1725	TARDBP	23435	1580	SETDB1	9869	LacZ4		Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
844	1726	TARDBP	23435	1904	ZHX1	11244	SD4		Y2H:40	GIOT:21|GIOT:22|GIOT:31			GO:0006355	3
845	1743	TERF1	7013	681	GIT1	28964	LacZ4	Memb:pos	Y2H:40	GIOT:22				3
846	1743	TERF1	7013	1271	PFN2	5217	LacZ4	Memb:neg	Y2H:40		WI5:31			3
847	1743	TERF1	7013	1904	ZHX1	11244	LacZ4		Y2H:40	GIOT:31				3
848	1748	TFG	10342	341	CRMP1	1400	LacZ4		Y2H:30|Y2H:40		WI5:21|WI5:22			3
848	1748	TFG	10342	342	CRMP1	1400	LacZ4		Y2H:30|Y2H:40		WI5:21|WI5:22			3
849	1748	TFG	10342	897	KIAA1377	57562	LacZ4		Y2H:40		WI5:22			3
850	1748	TFG	10342	1748	TFG	10342	LacZ4		HPRD:11				GO:0043123	3
851	1749	TGIF	7050	284	CGI-125	51003	SD4		HPRD:22|Y2H:40	GIOT:22			GO:0006355	3
852	1749	TGIF	7050	466	EEF1A1	1915	LacZ4		HPRD:22|HPRD:13|Y2H:40	GIOT:22				3
853	1750	TH1L	51497	1124	MTA1	9112	SD4	Memb:neg	HPRD:31	GIOT:21			GO:0006355	3
854	1755	TIMP1	7076	1465	RECQL5	9400	SD4		HPRD:22|Y2H:40	GIOT:31		MIPS:31		3
855	1758	TK1	7083	71	APLP1	333	LacZ4		Y2H:40	GIOT:31				3
856	1758	TK1	7083	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
857	1758	TK1	7083	323	COPS6	10980	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
858	1758	TK1	7083	408	DKFZP564O0523	84060	LacZ4		HPRD:31|Y2H:40	GIOT:31				3
859	1758	TK1	7083	453	DRAP1	10589	LacZ4		HPRD:22|Y2H:40	GIOT:21|GIOT:22				3
860	1758	TK1	7083	1580	SETDB1	9869	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
861	1758	TK1	7083	1822	TUBB	7280	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
862	1760	TM4SF1	4071	371	DDR1	780	LacZ4		Y2H:40	GIOT:31				3
863	1767	TMPRSS3	64699	1545	RXRA	6256	LacZ4		Y2H:40		WI5:31			3
864	1768	Tmsb4x	19241	466	EEF1A1	1915	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
865	1768	Tmsb4x	19241	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40		WI5:31			3
866	1768	Tmsb4x	19241	1759	TLE1	7088	LacZ4		HPRD:22|HPRD:31|Y2H:40		WI5:31			3
867	1772	TNFRSF6	355	466	EEF1A1	1915	SD4		HPRD:22|HPRD:13|HPRD:31|Y2H:40		WI5:31	MIPS:31		3
868	1776	TNNT3	7140	729	HAP1	9001	LacZ4					MIPS:22	GO:0015629	3
869	1778	TNRC4	11189	1759	TLE1	7088	LacZ4		HPRD:31|Y2H:40	GIOT:22				3
870	1785	TOMM20	9804	554	FEZ1	9638	LacZ4		Y2H:40			MIPS:22		3
871	1785	TOMM20	9804	729	HAP1	9001	LacZ4		Y2H:40			MIPS:22		3
872	1786	TOPK	55872	713	GPS2	2874	LacZ4		Y2H:40	GIOT:21|GIOT:13				3
873	1790	TP53BP1	7158	1787	TP53	22059	LacZ4		HPRD:11|HPRD:22				GO:0006355	3
874	1791	TP53BP2	7159	466	EEF1A1	1915	LacZ4		Y2H:40	GIOT:12|GIOT:22|GIOT:13|GIOT:31				3
875	1791	TP53BP2	7159	912	KIF5A	3798	LacZ4		Y2H:40	GIOT:22|GIOT:13				3
876	1791	TP53BP2	7159	1409	PTN	5764	LacZ4		Y2H:40				GO:0000074	3
877	1791	TP53BP2	7159	1567	SDCCAG16	10813	LacZ4		Y2H:40	GIOT:22				3
878	1791	TP53BP2	7159	1853	UNC119	9094	LacZ4		Y2H:40	GIOT:22|GIOT:31				3
879	1792	TP53I3	9540	475	EEF1G	1937	LacZ4		Y2H:40	GIOT:31				3
880	1792	TP53I3	9540	1845	UBR1	197131	LacZ4		HPRD:31|Y2H:40		WI5:31			3
881	1800	TRIM28	10155	286	CHD3	1107	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40				GO:0006357|GO:0016567	3
881	1800	TRIM28	10155	288	CHD3	1107	LacZ4		HPRD:22|HPRD:13|HPRD:31|Y2H:40				GO:0006357|GO:0016567	3
882	1812	TTR	7276	286	CHD3	1107	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
883	1812	TTR	7276	1580	SETDB1	9869	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
884	1812	TTR	7276	1872	VIM	7431	LacZ4		HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
885	1825	TUBB4	10381	142	BAT1	7919	LacZ4			GIOT:22			GO:0017111	3
886	1825	TUBB4	10381	628	FLJ23825	284004	LacZ4		Y2H:30|Y2H:40			MIPS:31		3
887	1825	TUBB4	10381	874	KHDRBS1	10657	SD4		Y2H:30	GIOT:31	WI5:21			3
888	1825	TUBB4	10381	1745	TF	7018	LacZ4		HPRD:22	GIOT:31				3
889	1835	UBE2B	7320	284	CGI-125	51003	LacZ4		Y2H:40		WI5:31			3
890	1835	UBE2B	7320	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:22|WI5:31			3
891	1839	UBE2I	7329	1853	UNC119	9094	LacZ4		HPRD:13|HPRD:31	GIOT:22				3
892	1843	UBE2V2	7336	1063	MGC15730	84966	LacZ4		Y2H:40	GIOT:31				3
893	1851	ULK2	9706	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40	GIOT:22				3
894	1851	ULK2	9706	1580	SETDB1	9869	LacZ4		Y2H:30|Y2H:40		WI5:22			3
895	1860	USP13	8975	1107	MRPL20	55052	LacZ4		HPRD:31|Y2H:40	GIOT:22				3
896	1860	USP13	8975	1780	TOCA1	54874	LacZ4		Y2H:40			MIPS:13		3
897	1874	VIM	7431	1144	MYST2	11143	LacZ4	Memb:pos	HPRD:31|Y2H:30|Y2H:40		WI5:31			3
898	1874	VIM	7431	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:30|Y2H:40	GIOT:31				3
899	1885	WDR33	55339	681	GIT1	28964	LacZ4		Y2H:40	GIOT:31				3
900	1885	WDR33	55339	782	HRMT1L2	3276	LacZ4	Memb:pos	HPRD:21|Y2H:40		WI5:31			3
901	1885	WDR33	55339	1788	TP53	7157	LacZ4	Memb:pos	HPRD:21|HPRD:22|HPRD:31|Y2H:40	GIOT:31				3
902	1896	YWHAZ	7534	658	G22P1	2547	LacZ4		HPRD:22|HPRD:13|HPRD:31	GIOT:21|GIOT:22				3
903	1902	ZFP64	55734	1580	SETDB1	9869	LacZ4		Y2H:40	GIOT:31				3
904	1902	ZFP64	55734	1853	UNC119	9094	LacZ4		HPRD:31|Y2H:40		WI5:31			3
905	1910	ZNF24	7572	71	APLP1	333	LacZ4	Memb:pos	HPRD:22|Y2H:30|Y2H:40	GIOT:31				3
906	1910	ZNF24	7572	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40	GIOT:22|GIOT:31				3
907	1910	ZNF24	7572	323	COPS6	10980	LacZ4	Memb:pos	HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
908	1910	ZNF24	7572	729	HAP1	9001	LacZ4		HPRD:22|Y2H:40	GIOT:21|GIOT:22|GIOT:31				3
909	1910	ZNF24	7572	1567	SDCCAG16	10813	LacZ4		HPRD:31|Y2H:30|Y2H:40	GIOT:22|GIOT:31				3
910	1910	ZNF24	7572	1580	SETDB1	9869	LacZ4	Memb:pos	HPRD:22|HPRD:31|Y2H:40	GIOT:22|GIOT:13|GIOT:31				3
911	1920	ZNF499	84878	284	CGI-125	51003	LacZ4			GIOT:22			GO:0006355	3
912	8	AB026190	27252	174	C14orf1	11161	LacZ4		Y2H:40					2
913	8	AB026190	27252	672	GBP2	2634	LacZ4		Y2H:40					2
914	8	AB026190	27252	897	KIAA1377	57562	LacZ4		Y2H:30|Y2H:40					2
915	8	AB026190	27252	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40					2
916	8	AB026190	27252	1476	RIF1	55791	LacZ4		Y2H:40					2
917	12	ABCD4	5826	658	G22P1	2547	SD4		Y2H:40				GO:0042623	2
918	12	ABCD4	5826	1260	PEA15	8682	LacZ4		Y2H:40					2
919	40	AGR2	10551	164	BRD7	29117	LacZ4		Y2H:40					2
920	40	AGR2	10551	1053	MDS025	60492	LacZ4		Y2H:40					2
921	43	AKR1C3	8644	1904	ZHX1	11244	SD4		Y2H:40	GIOT:21|GIOT:22				2
922	45	ALB	213	1000	LUC7L2	51631	LacZ4		HPRD:22					2
923	46	ALDH2	217	196	C2orf18	54978	LacZ4		Y2H:40					2
924	46	ALDH2	217	1063	MGC15730	84966	LacZ4		Y2H:40					2
925	57	ANXA3	306	1063	MGC15730	84966	LacZ4	Memb:neg	HPRD:31|Y2H:40					2
926	63	AOF2	23028	1580	SETDB1	9869	LacZ4		Y2H:40					2
927	66	APACD	10190	681	GIT1	28964	LacZ4		Y2H:40					2
928	70	APLP1	333	1567	SDCCAG16	10813	LacZ4		Y2H:30|Y2H:40					2
929	79	ARF1	375	1881	WBP11	51729	LacZ4			GIOT:13				2
930	81	ARF4L	379	520	EPRS	2058	LacZ4		Y2H:40					2
931	83	ARFRP2	54622	133	B4GALT3	8703	LacZ4		Y2H:40					2
932	83	ARFRP2	54622	737	HCBP6	65991	LacZ4		Y2H:40					2
933	83	ARFRP2	54622	1053	MDS025	60492	LacZ4		Y2H:40					2
934	83	ARFRP2	54622	1845	UBR1	197131	SD4		HPRD:31|Y2H:40		WI5:22|WI5:31			2
935	85	ARHGDIA	396	863	JUP	3728	LacZ4					MIPS:22|MIPS:13		2
936	88	ARHH	399	1476	RIF1	55791	LacZ4		HPRD:22|Y2H:40					2
937	88	ARHH	399	1567	SDCCAG16	10813	LacZ4		Y2H:40					2
938	89	ARIH2	10425	235	CBR3	874	LacZ4			GIOT:22|GIOT:13				2
939	89	ARIH2	10425	513	ENSA	2029	LacZ4			GIOT:13				2
940	89	ARIH2	10425	835	IL4R	3566	LacZ4		HPRD:31					2
941	89	ARIH2	10425	1357	PPP2R1A	5518	LacZ4					MIPS:31		2
942	89	ARIH2	10425	1617	SLC1A6	6511	LacZ4				WI5:31			2
943	92	ARL6IP	23204	549	FBXW7	55294	LacZ4		Y2H:40					2
944	92	ARL6IP	23204	552	FDFT1	2222	LacZ4		Y2H:40					2
945	94	ARPC3	10094	269	CDKN2B	1030	SD4		HPRD:31|Y2H:40			MIPS:13|MIPS:31		2
945	94	ARPC3	10094	270	CDKN2B	1030	SD4		HPRD:31|Y2H:40			MIPS:13|MIPS:31		2
946	98	ARRB2	409	1055	MED8	112950	SD4		Y2H:40	GIOT:13				2
947	98	ARRB2	409	1688	STC2	8614	LacZ4		HPRD:22|Y2H:40					2
948	99	ARS2	51593	840	IMMT	10989	LacZ4	Memb:pos	Y2H:30|Y2H:40					2
949	101	ASAH1	427	1580	SETDB1	9869	LacZ4		Y2H:30					2
950	101	ASAH1	427	1809	TSC22	8848	LacZ4		Y2H:30					2
951	103	ASC1p100	84164	212	C9orf74	81605	LacZ4					MIPS:22		2
952	103	ASC1p100	84164	570	FLJ10324	55698	LacZ4		Y2H:40					2
953	103	ASC1p100	84164	725	GTF3C1	2975	LacZ4		Y2H:30|Y2H:40					2
954	103	ASC1p100	84164	737	HCBP6	65991	LacZ4		Y2H:40					2
955	103	ASC1p100	84164	841	IMMT	10989	LacZ4		Y2H:30|Y2H:40					2
956	103	ASC1p100	84164	1131	MYH9	4627	LacZ4					MIPS:22		2
957	103	ASC1p100	84164	1293	PIN4	5303	LacZ4		HPRD:31|Y2H:40					2
958	103	ASC1p100	84164	1300	PJA1	64219	LacZ4		Y2H:40					2
959	103	ASC1p100	84164	1329	POLDIP2	26073	LacZ4		Y2H:40					2
960	103	ASC1p100	84164	1644	SNRPB	6628	LacZ4		HPRD:22|HPRD:31					2
961	103	ASC1p100	84164	1730	TBC1D17	79735	LacZ4		HPRD:31|Y2H:30|Y2H:40					2
962	105	ASH2L	9070	1853	UNC119	9094	LacZ4			GIOT:22				2
963	108	ATF3	467	1063	MGC15730	84966	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
964	108	ATF3	467	1476	RIF1	55791	LacZ4		HPRD:22|HPRD:31|Y2H:40					2
965	111	ATP1B1	481	1476	RIF1	55791	LacZ4			GIOT:22				2
966	113	ATP5C1	509	245	CCND3	896	SD4		HPRD:22			MIPS:22		2
967	114	ATP5C1	509	250	CCT7	10574	SD4			GIOT:22|GIOT:13|GIOT:31	WI5:22			2
968	113	ATP5C1	509	1078	MGC4549	84337	LacZ4					MIPS:22		2
969	113	ATP5C1	509	1245	PCQAP	51586	LacZ4			GIOT:22				2
970	113	ATP5C1	509	1300	PJA1	64219	LacZ4		Y2H:40					2
971	116	ATP5J2	9551	62	AOF2	23028	LacZ4		Y2H:40					2
972	116	ATP5J2	9551	339	CRELD1	78987	LacZ4		Y2H:40					2
973	116	ATP5J2	9551	543	FBP1	2203	LacZ4		Y2H:40					2
974	116	ATP5J2	9551	1065	MGC16597	339230	LacZ4		Y2H:40					2
975	116	ATP5J2	9551	1157	NDUFA6	4700	LacZ4						GO:0005743	2
976	117	ATP6AP1	537	51	ANG	283	LacZ4		Y2H:40					2
977	117	ATP6AP1	537	732	HBA1	3039	LacZ4		Y2H:40					2
978	120	ATP6V1F	9296	897	KIAA1377	57562	LacZ4					MIPS:22		2
979	124	ATRX	546	892	KIAA1128	54462	LacZ4		Y2H:40					2
980	124	ATRX	546	896	KIAA1377	57562	LacZ4		Y2H:30|Y2H:40					2
981	124	ATRX	546	1000	LUC7L2	51631	LacZ4		Y2H:30|Y2H:40					2
982	124	ATRX	546	1409	PTN	5764	LacZ4		Y2H:30|Y2H:40					2
983	124	ATRX	546	1412	PTPN4	5775	LacZ4		Y2H:40					2
984	127	AXIN1	8312	127	AXIN1	8312	LacZ4	PMID:10330181|PMID:9920888					GO:0007309|GO:0045786	2
985	128	AXIN1	8312	666	GAK	2580	SD4		HPRD:13				GO:0000074	2
986	127	AXIN1	8312	1567	SDCCAG16	10813	LacZ4		Y2H:40					2
987	129	B2M	567	145	BAT3	7917	LacZ4		HPRD:22					2
988	137	BAC86254		275	CENTA1	11033	LacZ4	Bdg:pos	Y2H:40					2
989	137	BAC86254		655	FXYD6	53826	LacZ4		Y2H:40					2
990	137	BAC86254		789	HSPA5	3309	LacZ4	Bdg:pos	Y2H:40					2
991	150	BCAR1	9564	655	FXYD6	53826	LacZ4		HPRD:22|Y2H:40					2
992	150	BCAR1	9564	1351	PPP1R15A	23645	LacZ4		HPRD:12|HPRD:13					2
993	150	BCAR1	9564	1819	TUBA1	22142	LacZ4		HPRD:12|HPRD:22|HPRD:13					2
994	150	BCAR1	9564	1875	VPS11	55823	LacZ4			GIOT:31				2
995	153	BCR	613	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40					2
996	158	BMI1	648	840	IMMT	10989	LacZ4		Y2H:40					2
996	158	BMI1	648	841	IMMT	10989	LacZ4		Y2H:40					2
997	158	BMI1	648	897	KIAA1377	57562	LacZ4		Y2H:40					2
998	158	BMI1	648	1409	PTN	5764	LacZ4		Y2H:40					2
999	162	BRD1	23774	897	KIAA1377	57562	LacZ4		HPRD:31|Y2H:40					2
1000	165	BRIX	55299	251	CD48	962	LacZ4		HPRD:22					2
1001	165	BRIX	55299	1580	SETDB1	9869	LacZ4		Y2H:40					2
1002	166	BRMS1	25855	466	EEF1A1	1915	LacZ4	Memb:pos	Y2H:40					2
1003	166	BRMS1	25855	1476	RIF1	55791	LacZ4		Y2H:40					2
1004	168	BTBD2	55643	174	C14orf1	11161	LacZ4		HPRD:31|Y2H:40					2
1005	168	BTBD2	55643	672	GBP2	2634	LacZ4		Y2H:40					2
1006	168	BTBD2	55643	677	GDF9	2661	LacZ4		HPRD:31|Y2H:40					2
1007	168	BTBD2	55643	1053	MDS025	60492	LacZ4		Y2H:40					2
1008	168	BTBD2	55643	1063	MGC15730	84966	LacZ4		HPRD:31|Y2H:40					2
1009	168	BTBD2	55643	1409	PTN	5764	LacZ4		HPRD:31|Y2H:40					2
1010	169	C10orf4	118924	471	EEF1D	1936	SD4		Y2H:40	GIOT:22				2
1011	171	C10orf88	80007	311	CLTC	1213	LacZ4		Y2H:40					2
1012	171	C10orf88	80007	840	IMMT	10989	LacZ4		Y2H:40					2
1013	176	C14orf139	79686	1000	LUC7L2	51631	SD4		Y2H:40		WI5:31			2
1014	178	C14orf170	56252	782	HRMT1L2	3276	SD4	Bdg:pos	Y2H:40	GIOT:31				2
1015	182	C19orf14	284403	1446	RALY	22913	LacZ4		Y2H:40					2
1016	182	C19orf14	284403	1476	RIF1	55791	LacZ4		HPRD:31|Y2H:40					2
1017	182	C19orf14	284403	1733	TBP	6908	LacZ4		HPRD:31					2
1018	185	C1orf6	56893	1633	SMARCB1	6598	LacZ4			GIOT:22|GIOT:13				2
