#EntrezGeneIDA	GeneSymbolA	EntrezGeneIDB	GeneSymbolB	Y2H
5300	PIN1	5932	RBBP8	+
10219	KLRG1	23484	LEPROTL1	+
6449	SGTA	84888	SPPL2A	+
10513	APPBP2	10607	TBL3	+
2130	EWSR1	84628	NTNG2	+
84661	LOC84661	143241	LOC143241	+
11338	U2AF2	151871	DPPA2	+
92822	ZFP276	127557	ZBTB8	+
3198	HOXA1	79090	MGC2650	+
9513	FXR2	23204	ARL6IP	+
2592	GALT	9319	TRIP13	+
5147	PDE6D	5886	RAD23A	+
79027	ZNF655	83755	KRTAP4-12	+
80321	Cep70	127557	ZBTB8	+
7323	UBE2D3	56658	TRIM39	+
5359	PLSCR1	10342	TFG	+
51224	TCEB3B	54937	FLJ20449	+
9491	PSMF1	11007	DIPA	+
11030	RBPMS	23583	SMUG1	+
5359	PLSCR1	54507	TSRC1	+
445	ASS	445	ASS	+
29979	UBQLN1	125170	SMCR7	+
5912	RAP2B	10900	RPIP8	+
10982	MAPRE2	22924	MAPRE3	+
4110	MAGEA11	5987	RFP	+
1856	DVL2	8907	AP1M1	+
9146	HGS	10254	STAM2	+
1937	EEF1G	10060	ABCC9	+
5710	PSMD4	11228	C12orf2	+
11267	EAP30	60491	NIF3L1	+
3219	HOXB9	11030	RBPMS	+
6782	STCH	29979	UBQLN1	+
29979	UBQLN1	57542	KLHDC5	+
8773	SNAP23	9513	FXR2	+
4591	TRIM37	10445	MCRS1	+
2130	EWSR1	79869	FLJ12529	+
23636	NUP62	55145	THAP1	+
8260	ARD1	10919	BAT8	+
9531	BAG3	26353	HSPB8	+
51171	DHRS10	79873	FLJ22494	+
65264	FLJ13855	79666	PLEKHF2	+
4188	MDFI	26505	CNNM3	+
2130	EWSR1	25796	PGLS	+
27229	76P	85302	FBF1	+
8436	SDPR	79666	PLEKHF2	+
51760	LOC51760	81628	TSC22D4	+
26150	RIBC2	29911	HOOK2	+
51562	MBIP	57325	CSRP2BP	+
7431	VIM	57120	GOPC	+
4110	MAGEA11	63898	SH2D4A	+
51421	AMOTL2	51421	AMOTL2	+
29925	GMPPB	29926	GMPPA	+
3927	LASP1	4188	MDFI	+
9531	BAG3	9802	DAZAP2	+
9111	NMI	11117	EMILIN1	+
79036	MGC2749	220766	MGC26143	+
3198	HOXA1	9404	LPXN	+
665	BNIP3L	8834	C17orf35	+
11170	TU3A	83755	KRTAP4-12	+
22981	KIAA0980	55388	MCM10	+
127557	ZBTB8	127557	ZBTB8	+
25788	RAD54B	79090	MGC2650	+
22981	KIAA0980	58500	ZNF250	+
9402	GRAP2	83755	KRTAP4-12	+
1054	CEBPG	81488	GRINL1A	+
22981	KIAA0980	170082	MGC17403	+
11007	DIPA	27301	APEX2	+
1026	CDKN1A	11007	DIPA	+
2275	FHL3	79171	MGC10433	+
8379	MAD1L1	348487	FLJ36766	+
10534	SSSCA1	22948	CCT5	+
3866	KRT15	84708	LNX	+
9146	HGS	9443	CRSP9	+
1649	DDIT3	8405	SPOP	+
11007	DIPA	23641	LDOC1	+
4188	MDFI	92595	MGC13138	+
7005	TEAD3	25937	WWTR1	+
4188	MDFI	164127	FLJ35728	+
868	CBLB	10174	SCAM-1	+
3183	HNRPC	8907	AP1M1	+
4686	NCBP1	9810	RNF40	+
3609	ILF3	5359	PLSCR1	+
27229	76P	220082	NURIT	+
7186	TRAF2	8204	NRIP1	+
9513	FXR2	51562	MBIP	+
4792	NFKBIA	9883	POM121	+
2067	ERCC1	84993	BMSC-UbP	+
9513	FXR2	22934	RPIA	+
5706	PSMC6	5715	PSMD9	+
79050	MGC3162	83878	USHBP1	+
5359	PLSCR1	56654	NPDC1	+
1030	CDKN2B	4110	MAGEA11	+
1027	CDKN1B	7186	TRAF2	+
11052	CPSF6	11060	WWP2	+
10403	KNTC2	83878	USHBP1	+
51225	ABI3	220766	MGC26143	+
2107	ETF1	9817	KEAP1	+
80321	Cep70	284058	LOC284058	+
11007	DIPA	79666	PLEKHF2	+
2130	EWSR1	85465	SELI	+
84289	ING5	89797	NAV2	+
2059	EPS8	5108	PCM1	+
22929	SEPHS1	22929	SEPHS1	+
4591	TRIM37	79873	FLJ22494	+
60491	NIF3L1	79036	MGC2749	+
4188	MDFI	51298	THEG	+
1856	DVL2	10174	SCAM-1	+
2130	EWSR1	4637	MYL6	+
8812	CCNK	83755	KRTAP4-12	+
3705	ITPK1	7186	TRAF2	+
4110	MAGEA11	64770	CCDC14	+
7704	ZBTB16	83755	KRTAP4-12	+
7329	UBE2I	23650	TRIM29	+
4110	MAGEA11	151112	ZSWIM2	+
3866	KRT15	79873	FLJ22494	+
11030	RBPMS	129807	NEU4	+
83878	USHBP1	284058	LOC284058	+
23549	DNPEP	54507	TSRC1	+
10241	NDP52	79797	ZNF408	+
56906	THAP10	140735	Dlc2	+
79734	KCTD17	79873	FLJ22494	+
9319	TRIP13	57715	SEMA4G	+
51545	ZNF581	83755	KRTAP4-12	+
2130	EWSR1	4089	SMAD4	+
10569	SLU7	53938	PPIL3	+
11129	SFRS16	84528	PEPP-2	+
3241	HPCAL1	10363	HMG20A	+
11030	RBPMS	26508	HEYL	+
4110	MAGEA11	6919	TCEA2	+
2553	GABPB2	23424	TDRD7	+
10513	APPBP2	221458	C6orf102	+
1857	DVL3	151871	DPPA2	+
79094	MGC4504	84528	PEPP-2	+
6449	SGTA	6860	SYT4	+
60491	NIF3L1	79077	XTP3TPA	+
3875	KRT18	9146	HGS	+
1857	DVL3	84708	LNX	+
3875	KRT18	29922	NME7	+
10127	ZNF263	29922	NME7	+
10606	PAICS	79873	FLJ22494	+
3190	HNRPK	27316	RBMX	+
7205	TRIP6	84988	PPP1R16A	+
6672	SP100	7341	SUMO1	+
5129	PCTK3	8812	CCNK	+
9319	TRIP13	57048	PLSCR3	+
1978	EIF4EBP1	54921	DERPC	+
5682	PSMA1	79734	KCTD17	+
80321	Cep70	84080	C16orf48	+
8379	MAD1L1	23650	TRIM29	+
1857	DVL3	3104	HKR3	+
2203	FBP1	138065	RNF183	+
2202	EFEMP1	6449	SGTA	+
9099	USP2	57596	KIAA1446	+
83755	KRTAP4-12	143684	MGC33371	+
10919	BAT8	84708	LNX	+
9319	TRIP13	54973	RC68	+
5359	PLSCR1	196477	C12orf12	+
10179	RBM7	10363	HMG20A	+
2130	EWSR1	9087	TMSB4Y	+
10127	ZNF263	51684	SUFU	+
78992	MGC3262	286451	MGC21416	+
1854	DUT	79873	FLJ22494	+
5573	PRKAR1A	29108	PYCARD	+
5478	PPIA	54458	DKFZp564J157	+
4841	NONO	9513	FXR2	+
8440	NCK2	51729	WBP11	+
2189	FANCG	83878	USHBP1	+
10919	BAT8	80125	FLJ32855	+
8812	CCNK	10363	HMG20A	+
79734	KCTD17	79734	KCTD17	+
8440	NCK2	11052	CPSF6	+
11007	DIPA	220965	FAM13C1	+
10403	KNTC2	51421	AMOTL2	+
54819	ZCCHC10	55145	THAP1	+
27229	76P	79734	KCTD17	+
25844	C6orf109	84272	MGC11061	+
83755	KRTAP4-12	83897	KRTAP3-2	+
30008	EFEMP2	114822	RHPN1	+
10611	PDLIM5	56658	TRIM39	+
23265	EXOC7	83878	USHBP1	+
5725	PTBP1	5725	PTBP1	+
3866	KRT15	27332	ZNF638	+
60491	NIF3L1	81628	TSC22D4	+
8379	MAD1L1	51421	AMOTL2	+
4188	MDFI	9139	CBFA2T2	+
2669	GEM	9260	PDLIM7	+
2130	EWSR1	56302	TRPV5	+
2752	GLUL	2752	GLUL	+
4188	MDFI	94039	ZNF101	+
2495	FTH1	2512	FTL	+
7186	TRAF2	7755	ZNF205	+
9456	HOMER1	79098	SARG	+
5125	PCSK5	10513	APPBP2	+
91544	SOC	154313	C6orf165	+
10513	APPBP2	51510	CHMP5	+
9319	TRIP13	55093	FLJ10204	+
1857	DVL3	5307	PITX1	+
7186	TRAF2	81576	MGC10471	+
5092	PCBD1	60491	NIF3L1	+
81628	TSC22D4	134510	MGC10067	+
5700	PSMC1	11007	DIPA	+
3866	KRT15	51421	AMOTL2	+
3866	KRT15	3887	KRTHB1	+
5359	PLSCR1	92595	MGC13138	+
10567	RABAC1	55093	FLJ10204	+
10127	ZNF263	79666	PLEKHF2	+
7718	ZNF165	9260	PDLIM7	+
2130	EWSR1	4598	MVK	+
25788	RAD54B	25788	RAD54B	+
2801	GOLGA2	9883	POM121	+
11007	DIPA	64170	CARD9	+
2059	EPS8	29911	HOOK2	+
27332	ZNF638	30008	EFEMP2	+
2874	GPS2	56911	C21orf7	+
2009	EML1	81875	FLJ12671	+
3983	ABLIM1	29911	HOOK2	+
5159	PDGFRB	83755	KRTAP4-12	+
3662	IRF4	7186	TRAF2	+
79734	KCTD17	474354	LRRC18	+
9802	DAZAP2	10241	NDP52	+
11030	RBPMS	26505	CNNM3	+
3707	ITPKB	10197	PSME3	+
2189	FANCG	3880	KRT19	+
2130	EWSR1	93487	C14orf32	+
4188	MDFI	23549	DNPEP	+
9260	PDLIM7	79025	MGC5356	+
25888	ZNF473	90933	TRIM41	+
9111	NMI	10302	SNAPC5	+
10363	HMG20A	10363	HMG20A	+
3866	KRT15	150483	MGC27019	+
22981	KIAA0980	55758	RCOR3	+
4841	NONO	5300	PIN1	+
358	AQP1	7205	TRIP6	+
7186	TRAF2	11170	TU3A	+
2130	EWSR1	4188	MDFI	+
3866	KRT15	60491	NIF3L1	+
10606	PAICS	84708	LNX	+
1856	DVL2	84528	PEPP-2	+
3646	EIF3S6	10900	RPIP8	+
896	CCND3	84232	MAF1	+
4110	MAGEA11	51375	SNX7	+
4835	NQO2	26003	GORASP2	+
9075	CLDN2	83755	KRTAP4-12	+
4223	MEOX2	7432	VIP	+
9265	PSCD3	57658	KIAA1536	+
5252	PHF1	55145	THAP1	+
7572	ZNF24	51282	SCAND1	+
163	AP2B1	54855	FAM46C	+
9513	FXR2	22978	NT5C2	+
7704	ZBTB16	80321	Cep70	+
11007	DIPA	11170	TU3A	+
3190	HNRPK	9444	QKI	+
56243	KIAA1217	79571	GCC1	+
2130	EWSR1	66036	MTMR9	+
825	CAPN3	54550	EFCBP2	+
8907	AP1M1	127557	ZBTB8	+
2580	GAK	8615	VDP	+
8405	SPOP	10313	RTN3	+
10241	NDP52	114822	RHPN1	+
30008	EFEMP2	84528	PEPP-2	+
27130	INVS	55662	HIF1AN	+
3866	KRT15	56243	KIAA1217	+
862	RUNX1T1	51729	WBP11	+
4670	HNRPM	55885	LMO3	+
2130	EWSR1	5359	PLSCR1	+
51224	TCEB3B	80321	Cep70	+
1856	DVL2	58500	ZNF250	+
9883	POM121	11030	RBPMS	+
30818	CSEN	57126	PRV1	+
7746	ZNF193	55663	FLJ20626	+
3603	IL16	63948	DMRTB1	+
1478	CSTF2	29979	UBQLN1	+
11007	DIPA	79696	C14orf140	+
1831	TSC22D3	51440	HPCAL4	+
7918	BAT4	11007	DIPA	+
9146	HGS	29979	UBQLN1	+
7323	UBE2D3	55658	RNF126	+
65989	EGFL9	83755	KRTAP4-12	+
2130	EWSR1	138046	LOC138046	+
3219	HOXB9	6303	SAT	+
331	BIRC4	331	BIRC4	+
2670	GFAP	27229	76P	+
11007	DIPA	92595	MGC13138	+
26155	DKFZP564C186	55791	RIF1	+
1912	PHC2	10445	MCRS1	+
10900	RPIP8	29844	TFPT	+
9802	DAZAP2	83459	DKFZP761H1710	+
7205	TRIP6	80726	KIAA1683	+
2130	EWSR1	8050	PDHX	+
7138	TNNT1	22981	KIAA0980	+
9055	PRC1	11007	DIPA	+
4188	MDFI	22822	PHLDA1	+
7186	TRAF2	85302	FBF1	+
83878	USHBP1	149371	EXOC8	+
5635	PRPSAP1	79666	PLEKHF2	+
2752	GLUL	79873	FLJ22494	+
51074	MMRP19	51074	MMRP19	+
2130	EWSR1	26148	C10orf12	+
23636	NUP62	26003	GORASP2	+
51224	TCEB3B	83755	KRTAP4-12	+
84864	MINA	84864	MINA	+
58190	CTDSP1	83461	CDCA3	+
4188	MDFI	157773	FLJ25402	+
4175	MCM6	4300	MLLT3	+
54550	EFCBP2	80125	FLJ32855	+
6919	TCEA2	7186	TRAF2	+
10589	DRAP1	51616	TAF9L	+
11007	DIPA	84310	MGC11257	+
2810	SFN	9413	C9orf61	+
1838	DTNB	10363	HMG20A	+
5013	OTX1	26511	CHIC2	+
79077	XTP3TPA	79077	XTP3TPA	+
373	TRIM23	58500	ZNF250	+
51076	CUTC	60491	NIF3L1	+
2130	EWSR1	84528	PEPP-2	+
55888	ZNF167	170082	MGC17403	+
11007	DIPA	55233	MOBK1B	+
11007	DIPA	55367	LRDD	+
6303	SAT	55199	FLJ10661	+
55813	HCA66	84528	PEPP-2	+
3183	HNRPC	7329	UBE2I	+
23468	CBX5	51224	TCEB3B	+
56159	TEX11	151254	ALS2CR11	+
3866	KRT15	5682	PSMA1	+
1453	CSNK1D	1857	DVL3	+
7704	ZBTB16	11007	DIPA	+
26749	GAGE8	64396	GMCL1L	+
3190	HNRPK	10174	SCAM-1	+
5359	PLSCR1	54932	FLJ20433	+
5991	RFX3	222546	RFXDC1	+
3183	HNRPC	55885	LMO3	+
11059	WWP1	85362	C20orf158	+
23421	ITGB3BP	23647	ARFIP2	+
9513	FXR2	56243	KIAA1217	+
9802	DAZAP2	11059	WWP1	+
4615	MYD88	8405	SPOP	+
79797	ZNF408	127557	ZBTB8	+
51073	MRPL4	83755	KRTAP4-12	+
7205	TRIP6	116349	LOC116349	+
11007	DIPA	79025	MGC5356	+
4110	MAGEA11	9589	WTAP	+
3866	KRT15	10152	ABI2	+
5108	PCM1	55722	Cep72	+
83755	KRTAP4-12	126070	ZNF440	+
6871	TADA2L	9146	HGS	+
3866	KRT15	3983	ABLIM1	+
11338	U2AF2	55145	THAP1	+
9363	RAB33A	57142	RTN4	+
2130	EWSR1	4145	MATK	+
7965	JTV1	79173	MGC11271	+
7170	TPM3	29844	TFPT	+
51225	ABI3	80817	KIAA1712	+
58500	ZNF250	127557	ZBTB8	+
7431	VIM	26150	RIBC2	+
1406	CRX	4188	MDFI	+
22981	KIAA0980	51562	MBIP	+
2130	EWSR1	6297	SALL2	+
5013	OTX1	11030	RBPMS	+
22827	SIAHBP1	29115	HCNGP	+
2810	SFN	9729	KIAA0408	+
79036	MGC2749	164127	FLJ35728	+
25788	RAD54B	84708	LNX	+
11007	DIPA	54149	C21orf91	+
7186	TRAF2	79873	FLJ22494	+
11030	RBPMS	84080	C16orf48	+
8907	AP1M1	23641	LDOC1	+
5152	PDE9A	5152	PDE9A	+
3589	IL11	4110	MAGEA11	+
9513	FXR2	151871	DPPA2	+
1271	CNTFR	5359	PLSCR1	+
11063	SOX30	11165	NUDT3	+
9802	DAZAP2	11030	RBPMS	+
10313	RTN3	10313	RTN3	+
9093	DNAJA3	9278	ZNF297	+
52	ACP1	51460	SFMBT1	+
4591	TRIM37	55872	PBK	+
10241	NDP52	23578	PEFLIN	+
81	ACTN4	58529	MYOZ1	+
9747	KIAA0738	10262	SF3B4	+
22978	NT5C2	79817	MOBKL2B	+
6776	STAT5A	56952	PRTFDC1	+
54550	EFCBP2	79050	MGC3162	+
4149	MAX	79666	PLEKHF2	+
1635	DCTD	60491	NIF3L1	+
10813	UTP14A	29911	HOOK2	+
26511	CHIC2	117144	CATSPER1	+
10588	MTHFS	81628	TSC22D4	+
11007	DIPA	25843	PREI3	+
9319	TRIP13	83897	KRTAP3-2	+
55285	FLJ11016	138046	LOC138046	+
10403	KNTC2	57658	KIAA1536	+
2896	GRN	3198	HOXA1	+
2203	FBP1	84708	LNX	+
10241	NDP52	27301	APEX2	+
84661	LOC84661	84661	LOC84661	+
9111	NMI	55707	NECAP2	+
11170	TU3A	22981	KIAA0980	+
183	AGT	2130	EWSR1	+
9744	CENTB1	25900	HOM-TES-103	+
11007	DIPA	157773	FLJ25402	+
5092	PCBD1	55093	FLJ10204	+
5886	RAD23A	7186	TRAF2	+
8945	BTRC	114088	TRIM9	+
11180	WDR6	55632	KIAA1333	+
10513	APPBP2	23208	SYT11	+
28988	DBNL	63898	SH2D4A	+
10399	GNB2L1	81628	TSC22D4	+
2130	EWSR1	3779	KCNMB1	+
6234	RPS28	83755	KRTAP4-12	+
57402	S100A14	140576	S100A16	+
51076	CUTC	79873	FLJ22494	+
9404	LPXN	9883	POM121	+
4110	MAGEA11	79027	ZNF655	+
9513	FXR2	54474	KRT20	+
4115	MAGEB4	117246	FTSJ3	+
369	ARAF	59349	KLHL12	+
57596	KIAA1446	84080	C16orf48	+
7138	TNNT1	9513	FXR2	+
84528	PEPP-2	84528	PEPP-2	+
1488	CTBP2	9491	PSMF1	+
1838	DTNB	8495	PPFIBP2	+
83755	KRTAP4-12	117144	CATSPER1	+
8204	NRIP1	11007	DIPA	+
9513	FXR2	54550	EFCBP2	+
3537	IGLC1	6449	SGTA	+
83755	KRTAP4-12	84894	LRRN6A	+
8773	SNAP23	8775	NAPA	+
10133	OPTN	79735	TBC1D17	+
10241	NDP52	23710	GABARAPL1	+
4184	MCSP	5359	PLSCR1	+
83878	USHBP1	90060	JM11	+
8996	NOL3	55224	ETNK2	+
8379	MAD1L1	27229	76P	+
8061	FOSL1	57658	KIAA1536	+
10513	APPBP2	220686	LOC220686	+
1263	PLK3	9319	TRIP13	+
8676	STX11	8676	STX11	+
4188	MDFI	6944	TCFL1	+
1912	PHC2	51460	SFMBT1	+
3866	KRT15	9729	KIAA0408	+
11007	DIPA	196441	MGC23401	+
7329	UBE2I	26036	ZNF451	+
6426	SFRS1	11338	U2AF2	+
84062	DTNBP1	85359	DGCR6L	+
9319	TRIP13	115761	ARL11	+
11007	DIPA	79843	FLJ22746	+
3190	HNRPK	7329	UBE2I	+
5359	PLSCR1	10539	TXNL2	+
5359	PLSCR1	115817	DHRS1	+
79036	MGC2749	80254	Cep63	+
55145	THAP1	55342	STRBP	+
10733	PLK4	10733	PLK4	+
386618	KCTD4	386618	KCTD4	+
9491	PSMF1	27316	RBMX	+
26511	CHIC2	79666	PLEKHF2	+
4110	MAGEA11	164127	FLJ35728	+
4292	MLH1	22888	UBOX5	+
5932	RBBP8	55093	FLJ10204	+
9802	DAZAP2	26086	GPSM1	+
9807	IHPK1	23016	EXOSC7	+
7205	TRIP6	7414	VCL	+
7318	UBE1L	9636	G1P2	+
5359	PLSCR1	9802	DAZAP2	+
5359	PLSCR1	27332	ZNF638	+
8473	OGT	54830	FLJ20130	+
5359	PLSCR1	7355	SLC35A2	+
9491	PSMF1	84528	PEPP-2	+
9513	FXR2	10534	SSSCA1	+
5359	PLSCR1	7704	ZBTB16	+
2130	EWSR1	79723	SUV39H2	+
2670	GFAP	79959	C18orf9	+
3251	HPRT1	56952	PRTFDC1	+
3198	HOXA1	7205	TRIP6	+
4678	NASP	8357	HIST1H3H	+
10495	COVA1	55068	FLJ10094	+
8078	USP5	10474	TADA3L	+
11338	U2AF2	22889	KIAA0907	+
4110	MAGEA11	80306	MED28	+
2512	FTL	2512	FTL	+
358	AQP1	11007	DIPA	+
22978	NT5C2	79050	MGC3162	+
4188	MDFI	7755	ZNF205	+
3866	KRT15	5705	PSMC5	+
1856	DVL2	7718	ZNF165	+
54906	C10orf18	54906	C10orf18	+
85007	MGC15875	85007	MGC15875	+
95	ACY1	95	ACY1	+
2810	SFN	9721	KIAA0514	+
1527	CXorf2	2059	EPS8	+
11051	CPSF5	11051	CPSF5	+
7753	ZNF202	25888	ZNF473	+
1911	PHC1	1912	PHC2	+
11043	MID2	143241	LOC143241	+
51562	MBIP	55885	LMO3	+
51375	SNX7	56159	TEX11	+
468	ATF4	7276	TTR	+
11007	DIPA	55813	HCA66	+
10241	NDP52	11170	TU3A	+
3087	HHEX	30008	EFEMP2	+
9832	KIAA0555	23650	TRIM29	+
1731	1-Sep	1731	1-Sep	+
4110	MAGEA11	51082	POLR1D	+
3603	IL16	30008	EFEMP2	+
5973	RENBP	9189	ZBED1	+
8440	NCK2	9513	FXR2	+
84528	PEPP-2	115572	FAM46B	+
10241	NDP52	284058	LOC284058	+
5862	RAB2	196472	MGC39520	+
5359	PLSCR1	92070	MGC21675	+
51684	SUFU	55670	PEX26	+
9729	KIAA0408	64170	CARD9	+
3880	KRT19	11170	TU3A	+
6810	STX4A	8775	NAPA	+
11007	DIPA	53371	NUP54	+
7718	ZNF165	58500	ZNF250	+
10087	COL4A3BP	57142	RTN4	+
5359	PLSCR1	414157	C10orf62	+
9391	WDR39	84191	FLJ22875	+
3866	KRT15	5630	PRPH	+
54474	KRT20	79095	C9orf16	+
3866	KRT15	9587	MAD2L1BP	+
6606	SMN1	55093	FLJ10204	+
5601	MAPK9	284403	C19orf14	+
1856	DVL2	1856	DVL2	+
1856	DVL2	55145	THAP1	+
10253	SPRY2	83755	KRTAP4-12	+
862	RUNX1T1	51616	TAF9L	+
1271	CNTFR	83755	KRTAP4-12	+
23650	TRIM29	80022	MYO15B	+
663	BNIP2	10488	CREB3	+
80817	KIAA1712	220082	NURIT	+
8985	PLOD3	151871	DPPA2	+
10445	MCRS1	51729	WBP11	+
8440	NCK2	79869	FLJ12529	+
1857	DVL3	126282	MGC17791	+
8715	NOL4	10302	SNAPC5	+
220082	NURIT	220082	NURIT	+
4800	NFYA	10513	APPBP2	+
9802	DAZAP2	90060	JM11	+
7278	TUBA2	9111	NMI	+
23650	TRIM29	85302	FBF1	+
1857	DVL3	9129	PRPF3	+
327	APEH	9798	KIAA0174	+
23265	EXOC7	27339	PRPF19	+
163	AP2B1	26150	RIBC2	+
27332	ZNF638	29911	HOOK2	+
9810	RNF40	26036	ZNF451	+
5700	PSMC1	5708	PSMD2	+
9513	FXR2	9513	FXR2	+
5590	PRKCZ	50855	PARD6A	+
7186	TRAF2	92610	TIFA	+
55916	NXT2	56000	NXF3	+
4830	NME1	4832	NME3	+
5701	PSMC2	5711	PSMD5	+
6303	SAT	6303	SAT	+
5984	RFC4	5985	RFC5	+
664	BNIP3	664	BNIP3	+
1635	DCTD	1635	DCTD	+
6839	SUV39H1	23468	CBX5	+
5573	PRKAR1A	11216	AKAP10	+
64376	ZNFN1A5	64376	ZNFN1A5	+
7536	SF1	11338	U2AF2	+
5631	PRPS1	5635	PRPSAP1	+
5899	RALB	10928	RALBP1	+
5824	PEX19	8504	PEX3	+
6871	TADA2L	10474	TADA3L	+
216	ALDH1A1	216	ALDH1A1	+
5720	PSME1	5721	PSME2	+
5704	PSMC4	5716	PSMD10	+
2997	GYS1	8908	GYG2	+
896	CCND3	1027	CDKN1B	+
5861	RAB1A	10567	RABAC1	+
6273	S100A2	6273	S100A2	+
4149	MAX	4601	MXI1	+
6477	SIAH1	10656	KHDRBS3	+
5932	RBBP8	5933	RBL1	+
598	BCL2L1	638	BIK	+
1019	CDK4	1030	CDKN2B	+
163	AP2B1	10053	AP1M2	+
1876	E2F6	7029	TFDP2	+
9402	GRAP2	10617	STAMBP	+
10254	STAM2	10617	STAMBP	+
8676	STX11	8773	SNAP23	+
1977	EIF4E	1978	EIF4EBP1	+
79760	GEMIN7	79833	GEMIN6	+
87	ACTN1	58529	MYOZ1	+
81	ACTN4	9124	PDLIM1	+
2801	GOLGA2	5862	RAB2	+
6015	RING1	23429	RYBP	+
2059	EPS8	10458	BAIAP2	+
27232	GNMT	27232	GNMT	+
10016	PDCD6	23578	PEFLIN	+
3312	HSPA8	23640	HSPBP1	+
3190	HNRPK	8440	NCK2	+
8027	STAM	9146	HGS	+
2059	EPS8	2059	EPS8	+
23650	TRIM29	23650	TRIM29	+
4171	MCM2	4175	MCM6	+
331	BIRC4	842	CASP9	+
875	CBS	875	CBS	+
3726	JUNB	8061	FOSL1	+
635	BHMT	635	BHMT	+
6271	S100A1	6285	S100B	+
7186	TRAF2	7186	TRAF2	+
27258	LSM3	57819	LSM2	+
1649	DDIT3	10538	BATF	+
7329	UBE2I	9063	PIAS2	+
402	ARL2	5147	PDE6D	+
7307	U2AF1	11338	U2AF2	+
387	RHOA	392	ARHGAP1	+
8379	MAD1L1	8379	MAD1L1	+
578	BAK1	598	BCL2L1	+
6626	SNRPA	6626	SNRPA	+
27258	LSM3	84967	LSM10	+
4089	SMAD4	7329	UBE2I	+
6921	TCEB1	6923	TCEB2	+
4830	NME1	4830	NME1	+
10670	RRAGA	64121	RRAGC	+
3728	JUP	56998	CTNNBIP1	+
10482	NXF1	29107	NXT1	+
2203	FBP1	2203	FBP1	+
896	CCND3	1026	CDKN1A	+
7251	TSG101	51160	VPS28	+
642	BLMH	642	BLMH	+
3612	IMPA1	3612	IMPA1	+
896	CCND3	1019	CDK4	+
4175	MCM6	4175	MCM6	+
7251	TSG101	9146	HGS	+
2175	FANCA	2189	FANCG	+
25913	POT1	65057	ACD	+
6271	S100A1	6275	S100A4	+
3937	LCP2	9402	GRAP2	+
6717	SRI	6717	SRI	+
4175	MCM6	55388	MCM10	+
4085	MAD2L1	8379	MAD1L1	+
6606	SMN1	6606	SMN1	+
2941	GSTA4	2941	GSTA4	+
1054	CEBPG	1649	DDIT3	+
163	AP2B1	1173	AP2M1	+
1026	CDKN1A	5111	PCNA	+
9939	RBM8A	55110	FLJ10292	+
